Ls,TOA,DD,B/E,D/E
0.0,520.1427302322344,3.87e-10,0.5538585265832192,0.40241208723709215
5.0,512.6837883680518,3.56e-10,0.5764755362905364,0.38462466944253937
10.0,504.8813762139523,3.25e-10,0.5995799059009018,0.3658364628879874
15.0,496.8380183385203,2.94e-10,0.6232678398554498,0.3459986015507127
20.0,488.6648062831719,2.6433333333333335e-10,0.6470282659052653,0.3255788055256536
25.0,480.4791361420952,2.346666666666667e-10,0.6715662664686269,0.30403733911142655
30.0,472.4026370365996,2.05e-10,0.6079154712196528,0.3779349622187422
35.0,464.5592876042119,1.8833333333333333e-10,0.5838994229474977,0.40237512595218583
40.0,457.0736893555878,1.7166666666666667e-10,0.5622741163455683,0.4238242611683446
45.0,450.0694421545907,1.55e-10,0.5429027649373349,0.44252568481408
50.0,443.6675504586604,1.4533333333333335e-10,0.5354783720298705,0.451433640109205
55.0,437.9847820042019,1.3566666666666666e-10,0.5299223189094912,0.45837771458746723
60.0,433.1319060134073,1.26e-10,0.5263051320748544,0.46338056146644796
65.0,429.21175767715806,1.2666666666666667e-10,0.5156138661365781,0.473039149782435
70.0,426.3171098155258,1.2733333333333333e-10,0.5070862913321826,0.48061019444704195
75.0,424.5283785747218,1.28e-10,0.5007485210133306,0.4861690392339583
80.0,423.9112416226724,1.2933333333333333e-10,0.49663127235307447,0.48976957275679606
85.0,424.5142952163896,1.3066666666666668e-10,0.49476475522209756,0.491444407900522
90.0,426.36690996176105,1.32e-10,0.49517471260469814,0.49120485560070115
95.0,429.4774548647636,1.3933333333333334e-10,0.49597378331432157,0.49037026138385353
100.0,433.8320410715143,1.4666666666666668e-10,0.4990560431733864,0.48761044463279263
105.0,439.3938932894016,1.54e-10,0.5044073518796264,0.4828994117676468
110.0,446.1033979156153,1.5666666666666667e-10,0.5144894186738889,0.4744201909724777
115.0,453.8788160045874,1.5933333333333335e-10,0.5268829328687993,0.4637628443419712
120.0,462.6175995726229,1.62e-10,0.541599469373588,0.45080136211748284
125.0,472.1982200534785,1.7366666666666666e-10,0.5582848614269164,0.43567179963034275
130.0,482.4824101275711,1.8533333333333334e-10,0.5773418513663047,0.41794061238299146
135.0,493.3177307627834,1.97e-10,0.598839303293501,0.3974080676779899
140.0,504.5403965706301,2.7033333333333333e-10,0.5781140689688423,0.4093411300926851
145.0,515.9783161747196,3.4366666666666667e-10,0.5602517212487719,0.41828579632544843
150.0,527.4543234065801,4.17e-10,0.6091178806563172,0.3566368580858025
155.0,538.7895856424411,4.76e-10,0.5996350899899696,0.3649216350580614
160.0,549.8071760478022,5.35e-10,0.59008435200796,0.3730485745858944
165.0,560.3357875894279,5.94e-10,0.5804040653869409,0.38103276117994667
170.0,570.2135503712702,5.97e-10,0.569265121079158,0.3898814599142367
175.0,579.2918926486545,6e-10,0.5579505623932765,0.3985442293737603
180.0,587.4393622821624,6.03e-10,0.5464236034324113,0.40700170075224107
185.0,594.545301645343,5.796666666666666e-10,0.5403403700679096,0.4118235448548415
190.0,600.5232469733837,5.563333333333334e-10,0.533846975234145,0.4167014112983784
195.0,605.3139043902589,5.33e-10,0.5269520277235941,0.4216267824978342
200.0,608.8875407497586,5.91e-10,0.5113023863828813,0.4327711451363861
205.0,611.2456193409115,6.49e-10,0.49557351228591673,0.44357602399159596
210.0,612.4215100275884,7.07e-10,0.492391476031045,0.4412018154430246
215.0,612.4801125358636,7.716666666666667e-10,0.43659342121205286,0.47891791546607704
220.0,611.5162529809041,8.363333333333333e-10,0.3862960938529366,0.5098676943534984
225.0,609.6517505297464,9.01e-10,0.34107917028290546,0.5347925763039539
230.0,607.0311067817947,9.673333333333333e-10,0.31221666090928624,0.5487927479969208
235.0,603.8158479274856,1.0336666666666665e-09,0.28547362333697823,0.5605107450428405
240.0,600.177649971719,1.1e-09,0.2608398425652651,0.570147733742419
245.0,596.2904973139082,1.0283333333333332e-09,0.2771849451248081,0.563041691839401
250.0,592.3222557586707,9.566666666666667e-10,0.2953343971562879,0.5545627264968492
255.0,588.4261661702072,8.85e-10,0.3155422106943146,0.5445129882869496
260.0,584.732861203718,8.160000000000001e-10,0.32471395446465573,0.5398770257793842
265.0,581.3435483314153,7.47e-10,0.3348972056736284,0.5348316479125855
270.0,578.3249648046465,6.78e-10,0.34615447220153517,0.5294953485207551
275.0,575.7065834653637,6.136666666666667e-10,0.3653427102912149,0.5179965935177883
280.0,573.48034078497,5.493333333333333e-10,0.3755291404432725,0.5155771455191215
285.0,571.6028993764886,4.85e-10,0.39764659465052893,0.5022695581853938
290.0,570.0001908923143,4.68e-10,0.4321961905735736,0.4804848013620714
295.0,568.573759415098,4.51e-10,0.4698932215506545,0.455531397431313
300.0,567.2082777078705,4.34e-10,0.5107795141132754,0.4271290294117455
305.0,565.7795566473959,4.47e-10,0.497522258322824,0.4381667219251302
310.0,564.1624072263277,4.6e-10,0.49832994115605966,0.43516275224545986
315.0,562.2378227702716,4.73e-10,0.48610944344991797,0.4454949676603456
320.0,559.8990962682445,5.34e-10,0.44567271545126697,0.4753674034740733
325.0,557.0566444662446,5.95e-10,0.40936475692428065,0.5008056110473289
330.0,553.6414539573451,6.56e-10,0.3765818435513607,0.5223603032461699
335.0,549.6071813983768,6.163333333333334e-10,0.38532294127817196,0.521882629592442
340.0,544.9310250939654,5.766666666666666e-10,0.4039878059473698,0.5112748057836817
345.0,539.6135394957599,5.37e-10,0.4229151029456211,0.4998618631166306
350.0,533.6775920825099,5.37e-10,0.4594929067461538,0.4757199742272371
355.0,527.1666692947383,5.37e-10,0.4984991049457287,0.44815893696388986
0.0,493.2147565771681,3.6e-10,0.5671229495751842,0.3830204589655862
5.0,491.3138996873679,3.246666666666667e-10,0.5954129517669744,0.3624511854961378
10.0,488.89236887688986,2.893333333333333e-10,0.6240503999485185,0.340690155296052
15.0,486.0238860405833,2.54e-10,0.653101585179881,0.3177078896522745
20.0,482.7946449817135,2.656666666666667e-10,0.6474291711383827,0.32343783821154587
25.0,479.3007723263356,2.773333333333333e-10,0.6414908308242362,0.3291770316882402
30.0,475.6458957657495,2.89e-10,0.5546078271228145,0.42135561985150244
35.0,471.9388381216002,2.923333333333333e-10,0.535009783890186,0.4428919468645574
40.0,468.2914286408702,2.956666666666667e-10,0.5175649065112066,0.4617768607520499
45.0,464.8163996965724,2.99e-10,0.5020917221863783,0.47824161875165466
50.0,461.6253200177525,2.79e-10,0.48986883216466054,0.4914781239697599
55.0,458.8265073782384,2.59e-10,0.4793241367174312,0.5027332821308227
60.0,456.5228669970823,2.39e-10,0.47040923639127297,0.5121248991865852
65.0,454.8096186869293,2.1033333333333333e-10,0.4757953656538789,0.5110667082240556
70.0,453.77190627666687,1.8166666666666666e-10,0.4828579852332048,0.5082795555421159
75.0,453.4823245563957,1.53e-10,0.49173339190080106,0.5036561406068569
80.0,453.99844611668544,1.52e-10,0.4908085086105419,0.5054012740104761
85.0,455.36047411433776,1.51e-10,0.49164089801613214,0.5054150625949421
90.0,457.5891769473319,1.5e-10,0.4942640028185121,0.5036808076073609
95.0,460.6842682858312,1.53e-10,0.495484866194358,0.5024473649970996
100.0,464.6233767431268,1.56e-10,0.4985079347155807,0.4994465551798835
105.0,469.36170626268586,1.59e-10,0.503337662989764,0.49464780510148715
110.0,474.8324301510235,1.6566666666666666e-10,0.5114702401157561,0.4869281396174857
115.0,480.947801510115,1.7233333333333333e-10,0.5214826437383273,0.477228012245966
120.0,487.6009131353729,1.79e-10,0.5334177385419666,0.465436804130994
125.0,494.6680090252082,1.9166666666666668e-10,0.5420599350479433,0.45539706532202556
130.0,502.0112396045732,2.0433333333333333e-10,0.5525221123558146,0.4432865023364154
135.0,509.48176001888817,2.17e-10,0.564856335121925,0.42899255160333066
140.0,516.923088375975,2.5966666666666665e-10,0.562567736903971,0.4252553099987917
145.0,524.1746608645984,3.023333333333333e-10,0.56187402495514,0.4196132417862926
150.0,531.0755369742003,3.45e-10,0.6285882407892485,0.34182323015135185
155.0,537.468216816468,3.5766666666666667e-10,0.6281322879745359,0.34142810729775935
160.0,543.2025326059139,3.7033333333333335e-10,0.6272803057750641,0.341153410864857
165.0,548.1395684705197,3.83e-10,0.6260049151578472,0.341007916692668
170.0,552.1555488879367,3.8133333333333336e-10,0.6174895241675133,0.34649412325856566
175.0,555.1456185896877,3.7966666666666665e-10,0.6085033596183524,0.35204114949505105
180.0,557.0274181136442,3.78e-10,0.5990261521824054,0.3576295264903987
185.0,557.7443413660117,3.89e-10,0.5760688183265562,0.3740116103825039
190.0,557.2683462281758,3.9999999999999996e-10,0.5530137088911274,0.3898118434309073
195.0,555.602177703558,4.11e-10,0.5298707882432356,0.40501307546972537
200.0,552.7808564105565,4.666666666666666e-10,0.49326673580508135,0.42911426072265707
205.0,548.8722844155162,5.223333333333333e-10,0.45783431246930817,0.4510746730854521
210.0,543.9768266693492,5.78e-10,0.4361771086881128,0.4589591487392357
215.0,538.2257412680996,7.386666666666667e-10,0.3539598205765449,0.5063983806685288
220.0,531.7783575706607,8.993333333333333e-10,0.28530690850242973,0.5388523105802284
225.0,524.8179406199881,1.06e-09,0.2284571931596072,0.5590352313275145
230.0,517.5462363590696,1.0386666666666668e-09,0.21934696807464665,0.5599665842036793
235.0,510.1767673802486,1.0173333333333333e-09,0.21065984148663283,0.560786013727209
240.0,502.92704417598793,9.96e-10,0.20253039789688213,0.561530618278179
245.0,496.009969204125,9.6e-10,0.20324321964119846,0.5600378730882933
250.0,489.62483203178266,9.24e-10,0.20475701029375634,0.5586013298616136
255.0,483.9484079143124,8.88e-10,0.2072125946100479,0.5572170930820768
260.0,479.12675750770336,8.15e-10,0.2189518277795086,0.5531354770355853
265.0,475.2683571052024,7.42e-10,0.23268610296630818,0.5483254215004266
270.0,472.439145392749,6.69e-10,0.24862522897336348,0.5427664938232658
275.0,470.6599443368186,6.04e-10,0.2726411862894848,0.5319049136380376
280.0,469.9065067235668,5.39e-10,0.2900178722904628,0.5276057746062013
285.0,470.1121891177757,4.74e-10,0.32032282730361433,0.5129665114411415
290.0,471.1729890450732,4.676666666666667e-10,0.3414368928789316,0.5028282822518864
295.0,472.9544645909258,4.6133333333333334e-10,0.3644674301313132,0.491496811958752
300.0,475.29990920723935,4.55e-10,0.38928234403391515,0.4788839294074339
305.0,478.03910124409873,5.416666666666667e-10,0.35364141256253934,0.5025501092117315
310.0,480.9969823510454,6.283333333333333e-10,0.33339499257393035,0.5128985330343826
315.0,484.0017207013052,7.15e-10,0.30590608836365824,0.5302016540771054
320.0,486.891755317126,7.27e-10,0.30692478542210105,0.5326514931302581
325.0,489.52156855314826,7.39e-10,0.3080632876868298,0.5350701241671859
330.0,491.7660733744545,7.51e-10,0.3091942766739889,0.5374600667542243
335.0,493.5236174135295,6.86e-10,0.33670229137528407,0.5297585303892046
340.0,494.7176918174509,6.21e-10,0.3758574863114681,0.5104202947551013
345.0,495.29749025701335,5.56e-10,0.41781451864103425,0.48717171432885226
350.0,495.23749606322366,5.56e-10,0.45977827651200026,0.46173596242187803
355.0,494.5362883908526,5.56e-10,0.5042139283020746,0.4324944478839944
0.0,505.6040337657321,4.69e-10,0.5587617627024364,0.3936952255962884
5.0,492.8146399236117,4.0333333333333334e-10,0.5837723680524205,0.37223297472291716
10.0,479.9001978497463,3.3766666666666664e-10,0.6101017507462341,0.3492046390322323
15.0,466.9855285815741,2.72e-10,0.6379838164806301,0.3244615848407758
20.0,454.1991236486851,2.3733333333333334e-10,0.6582419423850678,0.30567903828326043
25.0,441.67136762626143,2.0266666666666664e-10,0.679552213635893,0.28586645954110734
30.0,429.5330251595403,1.68e-10,0.6040434690824242,0.3667239309014982
35.0,417.91396692876725,1.5633333333333334e-10,0.5775594012982379,0.39101495254278845
40.0,406.94208185059625,1.4466666666666666e-10,0.5534908285878444,0.41230338737887534
45.0,396.7423007898104,1.33e-10,0.5317945983046474,0.43080087382229687
50.0,387.4356422876736,1.35e-10,0.5099142100081173,0.4484815347314861
55.0,379.1381857705115,1.3700000000000002e-10,0.49053657877530255,0.46354767880398984
60.0,371.9598848591052,1.39e-10,0.47369524385139566,0.4761671206229191
65.0,366.00315453702535,1.43e-10,0.458705655931898,0.4869638491007969
70.0,361.3612011514255,1.47e-10,0.44639083421160314,0.49554960343435484
75.0,358.11611088074903,1.51e-10,0.436810485898113,0.5020366413403645
80.0,356.3367644009225,1.6233333333333334e-10,0.4259573367051197,0.5090131784435901
85.0,356.0766939493783,1.7366666666666666e-10,0.418020721889103,0.5139397162765891
90.0,357.3720333895568,1.85e-10,0.41298409328944324,0.5169211654992477
95.0,360.2397233197677,1.99e-10,0.4109832690491769,0.5179326003497512
100.0,364.6761176163236,2.13e-10,0.41179488997694935,0.5171231008319349
105.0,370.6560978039669,2.27e-10,0.4153522550698997,0.5145080168002671
110.0,378.1327467205685,2.346666666666667e-10,0.4319542854920094,0.5036986540256406
115.0,387.0375763567996,2.423333333333333e-10,0.4515812610346686,0.49043937210298755
120.0,397.28125931572936,2.5e-10,0.474258623496235,0.47449433397129365
125.0,408.754787451549,2.926666666666667e-10,0.4808712898279113,0.46855739069896407
130.0,421.3309769151082,3.353333333333333e-10,0.48976879839104365,0.46065404569908674
135.0,434.8662521638358,3.78e-10,0.5008174053714065,0.4507579512321307
140.0,449.2026649962044,4.52e-10,0.502434264393776,0.4468650078516465
145.0,464.1701300900823,5.26e-10,0.5060151182353064,0.44111367879690255
150.0,479.5888790704488,6e-10,0.5780633236588486,0.3664389552142526
155.0,495.2721465997389,6.616666666666667e-10,0.5670748938670598,0.3771235623474399
160.0,511.0291028242391,7.233333333333333e-10,0.5564329474386007,0.387417537839626
165.0,526.6680372522012,7.85e-10,0.5460261604894114,0.39736035609477066
170.0,541.9997815958586,7.973333333333333e-10,0.551092570238361,0.3954818378314806
175.0,556.8413356604275,8.096666666666667e-10,0.5556986112167044,0.39371096820242146
180.0,571.0196334571857,8.22e-10,0.5598253259174725,0.3920325313890928
185.0,584.3753586018577,8.913333333333333e-10,0.5425347677911859,0.4072240862045147
190.0,596.7666906928964,9.606666666666667e-10,0.5256062415117871,0.42178313646710086
195.0,608.0728394572544,1.03e-09,0.5089707778132903,0.4357378387465484
200.0,618.1972025860574,1.0333333333333333e-09,0.5061401554824049,0.4392628573330582
205.0,627.0699679831763,1.0366666666666666e-09,0.5028944394471231,0.4428642377293306
210.0,634.6499734795661,1.04e-09,0.511897672758622,0.4333814204981494
215.0,640.9256392221565,1.2899999999999999e-09,0.4358766842077539,0.4879343198726622
220.0,645.9148027919935,1.54e-09,0.37123036559526523,0.5291768921974642
225.0,649.6633180479223,1.79e-09,0.3161467280763518,0.5594580962771635
230.0,652.2423293487833,1.64e-09,0.32648562769443124,0.5550277037652429
235.0,653.7442062138215,1.49e-09,0.33706858658077854,0.55013601878186
240.0,654.277220700164,1.34e-09,0.3479853925477776,0.5447673251769622
245.0,653.9591679773042,1.2666666666666666e-09,0.3481156702597546,0.5452155596172057
250.0,652.9102609828642,1.1933333333333333e-09,0.34831286863362176,0.5456588479687545
255.0,651.2457565775434,1.12e-09,0.34864078544420735,0.5460962903508612
260.0,649.0688704633691,1.023e-09,0.36921336809303795,0.5349236909762255
265.0,646.4645852493779,9.26e-10,0.3913501350909475,0.5221675908893078
270.0,643.4949278396305,8.29e-10,0.4151695430377784,0.5078472789077431
275.0,640.1961779286869,7.556666666666666e-10,0.4385075850699365,0.49165104731723286
280.0,636.5782765483495,6.823333333333334e-10,0.4517996744781331,0.48582643686665
285.0,632.6264603241331,6.09e-10,0.4777185008204847,0.46718222088203365
290.0,628.3048961567498,6.473333333333333e-10,0.48249688809867863,0.46366381675563184
295.0,623.5618785068183,6.856666666666667e-10,0.48742795034150477,0.46008507531201526
300.0,618.3360135358581,7.24e-10,0.4924492776388795,0.4564558372352876
305.0,612.5627679730583,9.493333333333334e-10,0.4356385022621377,0.4967858664948909
310.0,606.1808011308204,1.1746666666666665e-09,0.39558678461187474,0.5192133677224142
315.0,599.1376046334382,1.4e-09,0.3505641651233757,0.5457466660633676
320.0,591.3941168147686,1.34e-09,0.3543858595550574,0.543275143674163
325.0,582.928128815891,1.28e-09,0.35794841495603125,0.5407770671790947
330.0,573.7364353113408,1.22e-09,0.36119109148718564,0.5382590869645633
335.0,563.8357915994908,1.084e-09,0.37979774558580526,0.5301522887266698
340.0,553.2628158241312,9.48e-10,0.40920076840136255,0.5109012382116506
345.0,542.0730216023868,8.12e-10,0.4406874982916895,0.4889327477738767
350.0,530.3391869160204,8.12e-10,0.4728318950649243,0.46518711836058224
355.0,518.1492655976361,8.12e-10,0.507340903549312,0.4385014050421758
0.0,481.901538268492,4.46e-10,0.6359401211400484,0.32439925359224303
5.0,481.2884895730919,3.986666666666667e-10,0.6531098079806696,0.3122111308559222
10.0,480.11980262292326,3.513333333333333e-10,0.66987385899713,0.29986173486155665
15.0,478.4618561461588,3.04e-10,0.686268890351254,0.2873504992394946
20.0,476.39426080493,3.41e-10,0.6818902464771747,0.29229416639422656
25.0,474.00728361639375,3.78e-10,0.6772390076196941,0.2972790042839896
30.0,471.3993595140137,4.15e-10,0.5862035651840642,0.3950561641488766
35.0,468.6747132255074,4.65e-10,0.558723666693287,0.42354744344059087
40.0,465.94108810972887,5.15e-10,0.5341787559146015,0.4484952405625671
45.0,463.3075556904154,5.65e-10,0.5122328101991223,0.47028307079561565
50.0,460.8823626522896,5.413333333333333e-10,0.4959611066318028,0.48684874125113764
55.0,458.7707636734783,5.176666666666666e-10,0.4815961146646636,0.5011242600417842
60.0,457.0727912850893,4.94e-10,0.4690243698857064,0.513289863754409
65.0,455.8809298957673,4.4466666666666663e-10,0.4722023205449209,0.5139602804993088
70.0,455.27769045533313,3.953333333333333e-10,0.4769058708643564,0.5129946141447889
75.0,455.3331225497556,3.46e-10,0.4832371958086408,0.5103228902962716
80.0,456.1023463277416,3.3366666666666665e-10,0.4848529064844463,0.5103780137667172
85.0,457.6232288921626,3.2133333333333336e-10,0.4881385650783684,0.5087336032964414
90.0,459.9143586282704,3.09e-10,0.49314912569437336,0.5053433390182775
95.0,462.97347779871257,3.076666666666667e-10,0.4957614773610323,0.5031071349501274
100.0,466.7765145539557,3.063333333333333e-10,0.5001078293670883,0.499105611037439
105.0,471.2773127969886,3.05e-10,0.5062097836794103,0.4932902578103338
110.0,476.4081009912612,3.17e-10,0.5147588373610995,0.48511165912564075
115.0,482.0806816196235,3.29e-10,0.5251533364810735,0.4749319709454384
120.0,488.1882738228044,3.41e-10,0.5374522598001114,0.46263184630939674
125.0,494.60791086826606,3.6166666666666666e-10,0.5474739700504646,0.45129643918582946
130.0,501.2032836025172,3.8233333333333336e-10,0.5593604629792872,0.43780099230380204
135.0,507.82792745112073,4.03e-10,0.5731982915269624,0.42200607151780056
140.0,514.3286670140062,4.723333333333334e-10,0.5704812090771634,0.4183215587370936
145.0,520.5492513364501,5.416666666666667e-10,0.5693554400650576,0.41270322554933125
150.0,526.3341284174414,6.11e-10,0.6371070924147498,0.3334667735385527
155.0,531.5323158082934,6.023333333333333e-10,0.6432248770430151,0.3273571757965935
160.0,536.0013241198262,5.936666666666667e-10,0.6490877485992139,0.3212598198080944
165.0,539.6110826858832,5.85e-10,0.6546927939501322,0.31517940903827335
170.0,542.2478034546381,5.86e-10,0.6513871474546122,0.31625858137651636
175.0,543.8177027642924,5.87e-10,0.6476009939189087,0.31749077301326606
180.0,544.2504833179961,5.88e-10,0.6433236728024248,0.31886257473402274
185.0,543.5024623929176,6.213333333333334e-10,0.6236258025099265,0.33288094825917997
190.0,541.5592186818114,6.546666666666667e-10,0.6035480533248762,0.34665453499030835
195.0,538.437620390746,6.88e-10,0.5830982029735603,0.36016378688574147
200.0,534.1870922887841,8.353333333333333e-10,0.5332109008479563,0.3948982381951583
205.0,528.8899802607418,9.826666666666666e-10,0.48568790333753104,0.42588235180113787
210.0,522.6608796580414,1.13e-09,0.4541561658386831,0.44037164622465214
215.0,515.6448098684942,1.48e-09,0.36851330815802147,0.4908119256068722
220.0,508.0141440798298,1.83e-09,0.2966862558261185,0.5260453202696231
225.0,499.9642428067463,2.18e-09,0.2370318920680636,0.5486897623209234
230.0,491.70779529065226,2.0999999999999998e-09,0.2285862561982499,0.5492684723452964
235.0,483.467946830792,2.02e-09,0.2205680430322584,0.549783960356469
240.0,475.4703831967429,1.94e-09,0.21312962624543144,0.5502652095905911
245.0,467.93465269211646,1.8366666666666665e-09,0.21373075780901699,0.5483993626688987
250.0,461.0651238797959,1.7333333333333333e-09,0.2152647432739438,0.5465550687694672
255.0,455.0420873552487,1.63e-09,0.2178931453180772,0.5447180414280203
260.0,450.0135919203461,1.5266666666666666e-09,0.2268467236960126,0.5409714736777714
265.0,446.08863479621033,1.4233333333333334e-09,0.2376090748496004,0.536780534472748
270.0,443.33228124474107,1.32e-09,0.2503476238759529,0.5321675625055354
275.0,441.76316155631935,1.22e-09,0.27010526169476784,0.5230935678359901
280.0,441.353590973292,1.12e-09,0.28221365980786195,0.5214753935025875
285.0,442.0323082562444,1.02e-09,0.3070354518176016,0.5100662101287969
290.0,443.6895728131264,1.0166666666666667e-09,0.3248881730243475,0.502200013282841
295.0,446.18414319907225,1.0133333333333333e-09,0.34445123839635233,0.49349033236446604
300.0,449.35151644989423,1.01e-09,0.3655680162524467,0.48387650874191074
305.0,453.0127547165711,1.1266666666666667e-09,0.35164599762922394,0.4947583077868466
310.0,456.9832589202725,1.2433333333333334e-09,0.3509472362836417,0.4944864735233073
315.0,461.080948417513,1.36e-09,0.33959945630664123,0.5041727825518173
320.0,465.1334429383757,1.37e-09,0.3358300779524976,0.5096747326862828
325.0,468.9839908964533,1.38e-09,0.33249363391092485,0.5149599729149137
330.0,472.49602537224285,1.39e-09,0.329427631837828,0.520054413485485
335.0,475.5563428567118,1.2073333333333333e-09,0.36675210559963844,0.5063378929369531
340.0,478.0769851760306,1.0246666666666666e-09,0.41851552512963525,0.47793947711109136
345.0,479.99596247404526,8.42e-10,0.4750407280886848,0.443212971218386
350.0,481.2769884477167,8.42e-10,0.5208933707396025,0.4132257105374414
355.0,481.9084131356494,8.42e-10,0.5690653564161231,0.3794232962239735
0.0,475.8261317058472,4.97e-10,0.6023940641761792,0.3495542304782221
